year,Nationality,region,order,dist.class,Moran.correlog,p.value,p.value.sig,red.dots,links,class.links,sig
1991,Total,Extremadura,Total Birth Order,169386.3977,-0.141159084,0.816129439,0,NA,NA,101 to 500,FALSE
1991,Total,Extremadura,Total Birth Order,190366.0056,-0.217645009,0.827361806,0,NA,NA,21 to 100,FALSE
1991,Total,Extremadura,Total Birth Order,211345.6135,-0.36552015,0.925775601,0,NA,NA,21 to 100,FALSE
1991,Total,Extremadura,Total Birth Order,232325.2213,0.323640659,0.068139719,0,NA,NA,1 to 20,FALSE
2001,Total,Extremadura,Total Birth Order,22529.14273,0.273172974,0.018625535,1,1,NA,101 to 500,TRUE
2001,Total,Extremadura,Total Birth Order,43508.75059,0.068983569,0.168078785,0,NA,NA,101 to 500,FALSE
2001,Total,Extremadura,Total Birth Order,64488.35845,-0.018740093,0.471496361,0,NA,NA,101 to 500,FALSE
2001,Total,Extremadura,Total Birth Order,85467.96631,-0.194929291,0.973183955,0,NA,NA,101 to 500,FALSE
2001,Total,Extremadura,Total Birth Order,106447.5742,0.027000446,0.304800039,0,NA,NA,101 to 500,FALSE
2001,Total,Extremadura,Total Birth Order,127427.182,-0.166181722,0.926125853,0,NA,NA,101 to 500,FALSE
2001,Total,Extremadura,Total Birth Order,148406.7899,-0.078457033,0.686564041,0,NA,NA,101 to 500,FALSE
2001,Total,Extremadura,Total Birth Order,169386.3977,-0.013143467,0.436631918,0,NA,NA,101 to 500,FALSE
2001,Total,Extremadura,Total Birth Order,190366.0056,-0.489853424,0.993139616,0,NA,NA,21 to 100,FALSE
2001,Total,Extremadura,Total Birth Order,211345.6135,0.085024236,0.207939692,0,NA,NA,21 to 100,FALSE
2001,Total,Extremadura,Total Birth Order,232325.2213,0.095081586,0.206273579,0,NA,NA,1 to 20,FALSE
2011,Total,Extremadura,Total Birth Order,22529.14273,0.397619711,0.001997945,1,1,NA,101 to 500,TRUE
2011,Total,Extremadura,Total Birth Order,43508.75059,0.101841079,0.101495612,1,1,NA,101 to 500,TRUE
2011,Total,Extremadura,Total Birth Order,64488.35845,0.006288156,0.372269407,1,1,NA,101 to 500,TRUE
2011,Total,Extremadura,Total Birth Order,85467.96631,-0.306653467,0.999251236,0,NA,NA,101 to 500,FALSE
2011,Total,Extremadura,Total Birth Order,106447.5742,-0.346335963,0.998742388,0,NA,NA,101 to 500,FALSE
2011,Total,Extremadura,Total Birth Order,127427.182,-0.173536329,0.933239071,0,NA,NA,101 to 500,FALSE
2011,Total,Extremadura,Total Birth Order,148406.7899,0.027567599,0.310750881,1,1,NA,101 to 500,TRUE
2011,Total,Extremadura,Total Birth Order,169386.3977,0.28572897,0.005035516,1,1,NA,101 to 500,TRUE
2011,Total,Extremadura,Total Birth Order,190366.0056,0.406899783,0.00752815,1,1,NA,21 to 100,TRUE
2011,Total,Extremadura,Total Birth Order,211345.6135,-0.101902232,0.560920342,0,NA,NA,21 to 100,FALSE
2011,Total,Extremadura,Total Birth Order,232325.2213,-0.571081865,0.940566121,0,NA,NA,1 to 20,FALSE
1981,Total,Castile and Leon,Total Birth Order,18997.00686,-0.124428347,0.808382921,0,NA,154,101 to 500,FALSE
1981,Total,Castile and Leon,Total Birth Order,48637.86936,0.09129484,0.057691821,1,1,506,>500,TRUE
1981,Total,Castile and Leon,Total Birth Order,78278.73186,0.057829619,0.107899257,1,1,690,>500,TRUE
1981,Total,Castile and Leon,Total Birth Order,107919.5944,-0.017992417,0.536450542,0,NA,760,>500,FALSE
1981,Total,Castile and Leon,Total Birth Order,137560.4569,0.008096742,0.331290504,1,1,758,>500,TRUE
1981,Total,Castile and Leon,Total Birth Order,167201.3193,-0.003007297,0.416522458,1,1,742,>500,TRUE
1981,Total,Castile and Leon,Total Birth Order,196842.1818,-0.05382948,0.776578466,0,NA,670,>500,FALSE
1981,Total,Castile and Leon,Total Birth Order,226483.0443,-0.195917382,0.998606596,0,NA,584,>500,FALSE
1981,Total,Castile and Leon,Total Birth Order,256123.9068,0.029531473,0.268157789,1,1,388,101 to 500,TRUE
1981,Total,Castile and Leon,Total Birth Order,285764.7693,0.002357259,0.405510025,1,1,282,101 to 500,TRUE
1981,Total,Castile and Leon,Total Birth Order,315405.6318,-0.052987093,0.55272051,0,NA,92,21 to 100,FALSE
1981,Total,Castile and Leon,Total Birth Order,345046.4943,-0.125371752,0.650658181,0,NA,52,21 to 100,FALSE
1981,Total,Castile and Leon,Total Birth Order,374687.3568,-0.37536258,0.863816581,0,NA,22,21 to 100,FALSE
1991,Total,Castile and Leon,Total Birth Order,18997.00686,-0.126686552,0.812746462,0,NA,NA,101 to 500,FALSE
1991,Total,Castile and Leon,Total Birth Order,48637.86936,0.162796816,0.004147758,1,1,NA,>500,TRUE
1991,Total,Castile and Leon,Total Birth Order,78278.73186,0.062188684,0.095377253,0,NA,NA,>500,FALSE
1991,Total,Castile and Leon,Total Birth Order,107919.5944,0.043546496,0.132942898,0,NA,NA,>500,FALSE
1991,Total,Castile and Leon,Total Birth Order,137560.4569,0.049293624,0.102015755,0,NA,NA,>500,FALSE
1991,Total,Castile and Leon,Total Birth Order,167201.3193,0.049452879,0.100868704,0,NA,NA,>500,FALSE
1991,Total,Castile and Leon,Total Birth Order,196842.1818,-0.07364035,0.870403504,0,NA,NA,>500,FALSE
1991,Total,Castile and Leon,Total Birth Order,226483.0443,-0.207051931,0.999213908,0,NA,NA,>500,FALSE
1991,Total,Castile and Leon,Total Birth Order,256123.9068,-0.097945231,0.863143608,0,NA,NA,101 to 500,FALSE
1991,Total,Castile and Leon,Total Birth Order,285764.7693,-0.012099496,0.471755642,0,NA,NA,101 to 500,FALSE
1991,Total,Castile and Leon,Total Birth Order,315405.6318,-0.083543012,0.631592754,0,NA,NA,21 to 100,FALSE
1991,Total,Castile and Leon,Total Birth Order,345046.4943,-0.208830273,0.799406884,0,NA,NA,21 to 100,FALSE
1991,Total,Castile and Leon,Total Birth Order,374687.3568,-0.272210158,0.755241774,0,NA,NA,21 to 100,FALSE
2001,Total,Castile and Leon,Total Birth Order,18997.00686,0.134795144,0.111333952,0,NA,NA,101 to 500,FALSE
2001,Total,Castile and Leon,Total Birth Order,48637.86936,0.055308591,0.150256912,0,NA,NA,>500,FALSE
2001,Total,Castile and Leon,Total Birth Order,78278.73186,0.058582985,0.104959759,0,NA,NA,>500,FALSE
2001,Total,Castile and Leon,Total Birth Order,107919.5944,0.106106324,0.009362368,1,1,NA,>500,TRUE
2001,Total,Castile and Leon,Total Birth Order,137560.4569,0.02427565,0.221379483,0,NA,NA,>500,FALSE
2001,Total,Castile and Leon,Total Birth Order,167201.3193,-0.060129378,0.830847896,0,NA,NA,>500,FALSE
2001,Total,Castile and Leon,Total Birth Order,196842.1818,-0.083531066,0.906860814,0,NA,NA,>500,FALSE
2001,Total,Castile and Leon,Total Birth Order,226483.0443,-0.035306487,0.639093418,0,NA,NA,>500,FALSE
2001,Total,Castile and Leon,Total Birth Order,256123.9068,-0.087220285,0.832022254,0,NA,NA,101 to 500,FALSE
2001,Total,Castile and Leon,Total Birth Order,285764.7693,-0.165964398,0.95841515,0,NA,NA,101 to 500,FALSE
2001,Total,Castile and Leon,Total Birth Order,315405.6318,-0.165143608,0.817497498,0,NA,NA,21 to 100,FALSE
2001,Total,Castile and Leon,Total Birth Order,345046.4943,-0.149184258,0.715264372,0,NA,NA,21 to 100,FALSE
2001,Total,Castile and Leon,Total Birth Order,374687.3568,0.161231111,0.143179151,0,NA,NA,21 to 100,FALSE
2011,Total,Castile and Leon,Total Birth Order,18997.00686,0.295391283,0.006200168,1,1,NA,101 to 500,TRUE
2011,Total,Castile and Leon,Total Birth Order,48637.86936,0.113455971,0.028732241,1,1,NA,>500,TRUE
2011,Total,Castile and Leon,Total Birth Order,78278.73186,0.160599954,0.001295953,1,1,NA,>500,TRUE
2011,Total,Castile and Leon,Total Birth Order,107919.5944,0.184391493,5.52e-5,1,1,NA,>500,TRUE
2011,Total,Castile and Leon,Total Birth Order,137560.4569,0.100062718,0.010747498,1,1,NA,>500,TRUE
2011,Total,Castile and Leon,Total Birth Order,167201.3193,-0.062259052,0.840014963,0,NA,NA,>500,FALSE
2011,Total,Castile and Leon,Total Birth Order,196842.1818,-0.113686451,0.969741898,0,NA,NA,>500,FALSE
2011,Total,Castile and Leon,Total Birth Order,226483.0443,-0.086286535,0.882133233,0,NA,NA,>500,FALSE
2011,Total,Castile and Leon,Total Birth Order,256123.9068,-0.259087661,0.999432069,0,NA,NA,101 to 500,FALSE
2011,Total,Castile and Leon,Total Birth Order,285764.7693,-0.293824681,0.999314144,0,NA,NA,101 to 500,FALSE
2011,Total,Castile and Leon,Total Birth Order,315405.6318,-0.294177453,0.957968891,0,NA,NA,21 to 100,FALSE
2011,Total,Castile and Leon,Total Birth Order,345046.4943,-0.322653072,0.921030313,0,NA,NA,21 to 100,FALSE
2011,Total,Castile and Leon,Total Birth Order,374687.3568,-0.250867238,0.710980158,0,NA,NA,21 to 100,FALSE
1981,Total,Castile La Mancha,Total Birth Order,26938.2752,0.010986141,0.38785492,1,1,254,101 to 500,TRUE
1981,Total,Castile La Mancha,Total Birth Order,56844.63818,0.123218773,0.017999951,1,1,472,101 to 500,TRUE
1981,Total,Castile La Mancha,Total Birth Order,86751.00116,-0.028833602,0.585159264,0,NA,576,>500,FALSE
1981,Total,Castile La Mancha,Total Birth Order,116657.3641,0.017636029,0.257427123,1,1,650,>500,TRUE
1981,Total,Castile La Mancha,Total Birth Order,146563.7271,0.040025227,0.152318089,1,1,598,>500,TRUE
1981,Total,Castile La Mancha,Total Birth Order,176470.0901,-0.131442872,0.972446714,0,NA,500,101 to 500,FALSE
1981,Total,Castile La Mancha,Total Birth Order,206376.4531,-0.039964159,0.618460942,0,NA,350,101 to 500,FALSE
1981,Total,Castile La Mancha,Total Birth Order,236282.816,-0.154914649,0.926253091,0,NA,254,101 to 500,FALSE
1981,Total,Castile La Mancha,Total Birth Order,266189.179,0.06079265,0.224714319,1,1,168,101 to 500,TRUE
1981,Total,Castile La Mancha,Total Birth Order,296095.542,-0.071825246,0.569205802,0,NA,56,21 to 100,FALSE
1981,Total,Castile La Mancha,Total Birth Order,326001.905,0.064579946,0.267426756,1,1,22,21 to 100,TRUE
1981,Total,Castile La Mancha,Total Birth Order,355908.268,-0.472785386,0.612757838,0,NA,6,1 to 20,FALSE
1991,Total,Castile La Mancha,Total Birth Order,26938.2752,0.265165144,0.002235072,1,1,NA,101 to 500,TRUE
1991,Total,Castile La Mancha,Total Birth Order,56844.63818,0.062008725,0.122930403,0,NA,NA,101 to 500,FALSE
1991,Total,Castile La Mancha,Total Birth Order,86751.00116,0.06126834,0.097913057,0,NA,NA,>500,FALSE
1991,Total,Castile La Mancha,Total Birth Order,116657.3641,0.014544443,0.279607388,0,NA,NA,>500,FALSE
1991,Total,Castile La Mancha,Total Birth Order,146563.7271,-0.004165785,0.414551113,0,NA,NA,>500,FALSE
1991,Total,Castile La Mancha,Total Birth Order,176470.0901,-0.102195634,0.921166081,0,NA,NA,101 to 500,FALSE
1991,Total,Castile La Mancha,Total Birth Order,206376.4531,-0.276210209,0.999479583,0,NA,NA,101 to 500,FALSE
1991,Total,Castile La Mancha,Total Birth Order,236282.816,-0.100442067,0.803205952,0,NA,NA,101 to 500,FALSE
1991,Total,Castile La Mancha,Total Birth Order,266189.179,-0.252464933,0.977371907,0,NA,NA,101 to 500,FALSE
1991,Total,Castile La Mancha,Total Birth Order,296095.542,0.084252423,0.252268586,0,NA,NA,21 to 100,FALSE
1991,Total,Castile La Mancha,Total Birth Order,326001.905,-0.050814651,0.428689145,0,NA,NA,21 to 100,FALSE
1991,Total,Castile La Mancha,Total Birth Order,355908.268,-0.490463143,0.622579692,0,NA,NA,1 to 20,FALSE
2001,Total,Castile La Mancha,Total Birth Order,26938.2752,0.253798592,0.003057766,1,1,NA,101 to 500,TRUE
2001,Total,Castile La Mancha,Total Birth Order,56844.63818,0.00587204,0.371354143,0,NA,NA,101 to 500,FALSE
2001,Total,Castile La Mancha,Total Birth Order,86751.00116,-0.02210424,0.539955856,0,NA,NA,>500,FALSE
2001,Total,Castile La Mancha,Total Birth Order,116657.3641,-0.037983524,0.66203221,0,NA,NA,>500,FALSE
2001,Total,Castile La Mancha,Total Birth Order,146563.7271,-0.156956346,0.99465564,0,NA,NA,>500,FALSE
2001,Total,Castile La Mancha,Total Birth Order,176470.0901,-0.081470294,0.859410025,0,NA,NA,101 to 500,FALSE
2001,Total,Castile La Mancha,Total Birth Order,206376.4531,-0.047060741,0.651296691,0,NA,NA,101 to 500,FALSE
2001,Total,Castile La Mancha,Total Birth Order,236282.816,-0.050703215,0.63113378,0,NA,NA,101 to 500,FALSE
2001,Total,Castile La Mancha,Total Birth Order,266189.179,0.235013085,0.011145645,1,1,NA,101 to 500,TRUE
2001,Total,Castile La Mancha,Total Birth Order,296095.542,0.106745464,0.213910921,0,NA,NA,21 to 100,FALSE
2001,Total,Castile La Mancha,Total Birth Order,326001.905,0.187150262,0.141375516,0,NA,NA,21 to 100,FALSE
2001,Total,Castile La Mancha,Total Birth Order,355908.268,-0.639709285,0.771213472,0,NA,NA,1 to 20,FALSE
2011,Total,Castile La Mancha,Total Birth Order,26938.2752,0.294491241,7.26526e-4,1,1,NA,101 to 500,TRUE
2011,Total,Castile La Mancha,Total Birth Order,56844.63818,0.028648062,0.249981388,1,1,NA,101 to 500,TRUE
2011,Total,Castile La Mancha,Total Birth Order,86751.00116,0.004619824,0.362534404,1,1,NA,>500,TRUE
2011,Total,Castile La Mancha,Total Birth Order,116657.3641,-0.062214439,0.813241936,0,NA,NA,>500,FALSE
2011,Total,Castile La Mancha,Total Birth Order,146563.7271,-0.163542458,0.996509547,0,NA,NA,>500,FALSE
2011,Total,Castile La Mancha,Total Birth Order,176470.0901,-0.163817206,0.99303741,0,NA,NA,101 to 500,FALSE
2011,Total,Castile La Mancha,Total Birth Order,206376.4531,0.032579956,0.265412992,1,1,NA,101 to 500,TRUE
2011,Total,Castile La Mancha,Total Birth Order,236282.816,0.113710208,0.080010417,1,1,NA,101 to 500,TRUE
2011,Total,Castile La Mancha,Total Birth Order,266189.179,0.131694812,0.085064014,1,1,NA,101 to 500,TRUE
2011,Total,Castile La Mancha,Total Birth Order,296095.542,0.185406176,0.113873801,1,1,NA,21 to 100,TRUE
2011,Total,Castile La Mancha,Total Birth Order,326001.905,0.225243734,0.125176341,1,1,NA,21 to 100,TRUE
2011,Total,Castile La Mancha,Total Birth Order,355908.268,-0.790863223,0.9311323,0,NA,NA,1 to 20,FALSE
1981,Total,Galicia,Total Birth Order,12532.53667,0.542918363,1.58e-9,1,1,328,101 to 500,TRUE
1981,Total,Galicia,Total Birth Order,28755.45673,0.533699873,2.86e-19,1,1,630,>500,TRUE
1981,Total,Galicia,Total Birth Order,44978.37679,0.274583268,3.41e-9,1,1,816,>500,TRUE
1981,Total,Galicia,Total Birth Order,61201.29685,0.121610631,0.002544949,1,1,862,>500,TRUE
1981,Total,Galicia,Total Birth Order,77424.21691,-0.068961939,0.896913024,0,NA,896,>500,FALSE
1981,Total,Galicia,Total Birth Order,93647.13697,-0.158770938,0.999310303,0,NA,864,>500,FALSE
1981,Total,Galicia,Total Birth Order,109870.057,-0.206834744,0.999979453,0,NA,834,>500,FALSE
1981,Total,Galicia,Total Birth Order,126092.9771,-0.168667488,0.99886222,0,NA,738,>500,FALSE
1981,Total,Galicia,Total Birth Order,142315.8971,-0.227255732,0.999768399,0,NA,542,>500,FALSE
1981,Total,Galicia,Total Birth Order,158538.8172,-0.079869303,0.789507097,0,NA,344,101 to 500,FALSE
1981,Total,Galicia,Total Birth Order,174761.7373,-0.014896277,0.476915778,1,1,196,101 to 500,TRUE
1981,Total,Galicia,Total Birth Order,190984.6573,-0.040492285,0.492346744,1,1,74,21 to 100,TRUE
1981,Total,Galicia,Total Birth Order,207207.5774,-0.27908357,0.647189137,0,NA,16,1 to 20,FALSE
1991,Total,Galicia,Total Birth Order,12532.53667,0.375297515,1.27e-5,1,1,NA,101 to 500,TRUE
1991,Total,Galicia,Total Birth Order,28755.45673,0.188507093,4.45931e-4,1,1,NA,>500,TRUE
1991,Total,Galicia,Total Birth Order,44978.37679,0.068837178,0.048411632,1,1,NA,>500,TRUE
1991,Total,Galicia,Total Birth Order,61201.29685,-0.00493878,0.44095147,0,NA,NA,>500,FALSE
1991,Total,Galicia,Total Birth Order,77424.21691,-0.120116026,0.992595673,0,NA,NA,>500,FALSE
1991,Total,Galicia,Total Birth Order,93647.13697,-0.090063865,0.958232907,0,NA,NA,>500,FALSE
1991,Total,Galicia,Total Birth Order,109870.057,-0.089273878,0.951010353,0,NA,NA,>500,FALSE
1991,Total,Galicia,Total Birth Order,126092.9771,-0.050875643,0.779034508,0,NA,NA,>500,FALSE
1991,Total,Galicia,Total Birth Order,142315.8971,-0.003582137,0.43905848,0,NA,NA,>500,FALSE
1991,Total,Galicia,Total Birth Order,158538.8172,-0.012793459,0.486750014,0,NA,NA,101 to 500,FALSE
1991,Total,Galicia,Total Birth Order,174761.7373,-0.140112029,0.885403424,0,NA,NA,101 to 500,FALSE
1991,Total,Galicia,Total Birth Order,190984.6573,-0.238696228,0.891519374,0,NA,NA,21 to 100,FALSE
1991,Total,Galicia,Total Birth Order,207207.5774,-0.831457016,0.988899222,0,NA,NA,1 to 20,FALSE
2001,Total,Galicia,Total Birth Order,12532.53667,0.477224727,9.65e-8,1,1,NA,101 to 500,TRUE
2001,Total,Galicia,Total Birth Order,28755.45673,0.399612854,1.12e-11,1,1,NA,>500,TRUE
2001,Total,Galicia,Total Birth Order,44978.37679,0.230589879,5.05e-7,1,1,NA,>500,TRUE
2001,Total,Galicia,Total Birth Order,61201.29685,-0.004114263,0.435287631,0,NA,NA,>500,FALSE
2001,Total,Galicia,Total Birth Order,77424.21691,-0.096557983,0.969226261,0,NA,NA,>500,FALSE
2001,Total,Galicia,Total Birth Order,93647.13697,-0.072956046,0.907494683,0,NA,NA,>500,FALSE
2001,Total,Galicia,Total Birth Order,109870.057,-0.196577825,0.999946226,0,NA,NA,>500,FALSE
2001,Total,Galicia,Total Birth Order,126092.9771,-0.1344021,0.991252234,0,NA,NA,>500,FALSE
2001,Total,Galicia,Total Birth Order,142315.8971,-0.054998379,0.753746849,0,NA,NA,>500,FALSE
2001,Total,Galicia,Total Birth Order,158538.8172,-0.143671751,0.944381144,0,NA,NA,101 to 500,FALSE
2001,Total,Galicia,Total Birth Order,174761.7373,-0.242061503,0.983550939,0,NA,NA,101 to 500,FALSE
2001,Total,Galicia,Total Birth Order,190984.6573,-0.381801687,0.981939908,0,NA,NA,21 to 100,FALSE
2001,Total,Galicia,Total Birth Order,207207.5774,-0.815787164,0.983378898,0,NA,NA,1 to 20,FALSE
2011,Total,Galicia,Total Birth Order,12532.53667,0.394651696,6.74e-6,1,1,NA,101 to 500,TRUE
2011,Total,Galicia,Total Birth Order,28755.45673,0.345993437,2.37e-9,1,1,NA,>500,TRUE
2011,Total,Galicia,Total Birth Order,44978.37679,0.082256771,0.027992119,1,1,NA,>500,TRUE
2011,Total,Galicia,Total Birth Order,61201.29685,0.04163148,0.129883008,1,1,NA,>500,TRUE
2011,Total,Galicia,Total Birth Order,77424.21691,0.067238944,0.039264189,1,1,NA,>500,TRUE
2011,Total,Galicia,Total Birth Order,93647.13697,-0.036933517,0.707797393,0,NA,NA,>500,FALSE
2011,Total,Galicia,Total Birth Order,109870.057,-0.110848088,0.981628867,0,NA,NA,>500,FALSE
2011,Total,Galicia,Total Birth Order,126092.9771,-0.115243175,0.97824765,0,NA,NA,>500,FALSE
2011,Total,Galicia,Total Birth Order,142315.8971,-0.212328427,0.999471127,0,NA,NA,>500,FALSE
2011,Total,Galicia,Total Birth Order,158538.8172,-0.188470839,0.985026236,0,NA,NA,101 to 500,FALSE
2011,Total,Galicia,Total Birth Order,174761.7373,-0.094721303,0.765787447,0,NA,NA,101 to 500,FALSE
2011,Total,Galicia,Total Birth Order,190984.6573,0.149394868,0.106472715,1,1,NA,21 to 100,TRUE
2011,Total,Galicia,Total Birth Order,207207.5774,0.109312771,0.160464937,1,1,NA,1 to 20,TRUE
1981,Total,Basque Country,Total Birth Order,6918.439943,0.068797808,0.219112445,1,1,174,101 to 500,TRUE
1981,Total,Basque Country,Total Birth Order,16684.15462,0.119752454,0.048218748,1,1,282,101 to 500,TRUE
1981,Total,Basque Country,Total Birth Order,26449.8693,-0.001849684,0.404003677,1,1,294,101 to 500,TRUE
1981,Total,Basque Country,Total Birth Order,36215.58398,-0.042715797,0.605969512,0,NA,296,101 to 500,FALSE
1981,Total,Basque Country,Total Birth Order,45981.29865,-0.119243788,0.891900862,0,NA,268,101 to 500,FALSE
1981,Total,Basque Country,Total Birth Order,55747.01333,-0.030006368,0.53790837,0,NA,230,101 to 500,FALSE
1981,Total,Basque Country,Total Birth Order,65512.72801,-0.073782828,0.693312262,0,NA,192,101 to 500,FALSE
1981,Total,Basque Country,Total Birth Order,75278.44268,-0.07282738,0.66636685,0,NA,176,101 to 500,FALSE
1981,Total,Basque Country,Total Birth Order,85044.15736,0.088808345,0.148785312,1,1,136,101 to 500,TRUE
1981,Total,Basque Country,Total Birth Order,94809.87204,-0.086135769,0.626366651,0,NA,84,21 to 100,FALSE
1981,Total,Basque Country,Total Birth Order,104575.5867,0.071465985,0.21202239,1,1,22,21 to 100,TRUE
1981,Total,Basque Country,Total Birth Order,114341.3014,-0.213225369,0.452937664,1,1,8,1 to 20,TRUE
1991,Total,Basque Country,Total Birth Order,6918.439943,0.40322417,2.05322e-4,1,1,NA,101 to 500,TRUE
1991,Total,Basque Country,Total Birth Order,16684.15462,0.067014392,0.153670376,0,NA,NA,101 to 500,FALSE
1991,Total,Basque Country,Total Birth Order,26449.8693,0.131377596,0.033598654,1,1,NA,101 to 500,TRUE
1991,Total,Basque Country,Total Birth Order,36215.58398,0.025073604,0.279898322,0,NA,NA,101 to 500,FALSE
1991,Total,Basque Country,Total Birth Order,45981.29865,-0.031263105,0.549609323,0,NA,NA,101 to 500,FALSE
1991,Total,Basque Country,Total Birth Order,55747.01333,-0.162539206,0.945844127,0,NA,NA,101 to 500,FALSE
1991,Total,Basque Country,Total Birth Order,65512.72801,-0.208650414,0.963428944,0,NA,NA,101 to 500,FALSE
1991,Total,Basque Country,Total Birth Order,75278.44268,-0.10663599,0.77081737,0,NA,NA,101 to 500,FALSE
1991,Total,Basque Country,Total Birth Order,85044.15736,-0.181913575,0.893639572,0,NA,NA,101 to 500,FALSE
1991,Total,Basque Country,Total Birth Order,94809.87204,-0.072790535,0.588547473,0,NA,NA,21 to 100,FALSE
1991,Total,Basque Country,Total Birth Order,104575.5867,-0.558299037,0.962133207,0,NA,NA,21 to 100,FALSE
1991,Total,Basque Country,Total Birth Order,114341.3014,-0.072268166,0.078628416,0,NA,NA,1 to 20,FALSE
2001,Total,Basque Country,Total Birth Order,6918.439943,0.229235794,0.019178703,1,1,NA,101 to 500,TRUE
2001,Total,Basque Country,Total Birth Order,16684.15462,0.262592942,5.83078e-4,1,1,NA,101 to 500,TRUE
2001,Total,Basque Country,Total Birth Order,26449.8693,0.21366242,0.00257543,1,1,NA,101 to 500,TRUE
2001,Total,Basque Country,Total Birth Order,36215.58398,0.175585315,0.006954232,1,1,NA,101 to 500,TRUE
2001,Total,Basque Country,Total Birth Order,45981.29865,0.129317666,0.030931351,1,1,NA,101 to 500,TRUE
2001,Total,Basque Country,Total Birth Order,55747.01333,-0.1469107,0.921917748,0,NA,NA,101 to 500,FALSE
2001,Total,Basque Country,Total Birth Order,65512.72801,-0.390362987,0.999772168,0,NA,NA,101 to 500,FALSE
2001,Total,Basque Country,Total Birth Order,75278.44268,-0.478396659,0.999980785,0,NA,NA,101 to 500,FALSE
2001,Total,Basque Country,Total Birth Order,85044.15736,-0.306070122,0.988270732,0,NA,NA,101 to 500,FALSE
2001,Total,Basque Country,Total Birth Order,94809.87204,-0.272086581,0.935871349,0,NA,NA,21 to 100,FALSE
2001,Total,Basque Country,Total Birth Order,104575.5867,-0.186592956,0.644169953,0,NA,NA,21 to 100,FALSE
2001,Total,Basque Country,Total Birth Order,114341.3014,-0.740795452,0.948656368,0,NA,NA,1 to 20,FALSE
2011,Total,Basque Country,Total Birth Order,6918.439943,0.393188717,3.17221e-4,1,1,NA,101 to 500,TRUE
2011,Total,Basque Country,Total Birth Order,16684.15462,0.30696108,8.94e-5,1,1,NA,101 to 500,TRUE
2011,Total,Basque Country,Total Birth Order,26449.8693,0.009805511,0.356022913,1,1,NA,101 to 500,TRUE
2011,Total,Basque Country,Total Birth Order,36215.58398,-0.100969509,0.839653998,0,NA,NA,101 to 500,FALSE
2011,Total,Basque Country,Total Birth Order,45981.29865,-0.190145221,0.981618347,0,NA,NA,101 to 500,FALSE
2011,Total,Basque Country,Total Birth Order,55747.01333,-0.251413444,0.995209526,0,NA,NA,101 to 500,FALSE
2011,Total,Basque Country,Total Birth Order,65512.72801,-0.427734905,0.999941373,0,NA,NA,101 to 500,FALSE
2011,Total,Basque Country,Total Birth Order,75278.44268,-0.410137615,0.999743569,0,NA,NA,101 to 500,FALSE
2011,Total,Basque Country,Total Birth Order,85044.15736,-0.087195124,0.677475072,0,NA,NA,101 to 500,FALSE
2011,Total,Basque Country,Total Birth Order,94809.87204,-0.202522874,0.860019317,0,NA,NA,21 to 100,FALSE
2011,Total,Basque Country,Total Birth Order,104575.5867,0.017299728,0.339482203,1,1,NA,21 to 100,TRUE
2011,Total,Basque Country,Total Birth Order,114341.3014,-0.729421829,0.948493735,0,NA,NA,1 to 20,FALSE
1981,Total,Urban Madrid,Total Birth Order,14946.52,-0.01543162,0.48343068,1,1,440,101 to 500,TRUE
1981,Total,Urban Madrid,Total Birth Order,36067.47,0.01889634,0.2636289,1,1,830,>500,TRUE
1981,Total,Urban Madrid,Total Birth Order,57188.41,-0.01614632,0.49384453,1,1,716,>500,TRUE
1981,Total,Urban Madrid,Total Birth Order,78309.36,0.03800982,0.17061528,1,1,528,>500,TRUE
1981,Total,Urban Madrid,Total Birth Order,99430.31,-0.07753708,0.83895732,0,NA,460,101 to 500,FALSE
1981,Total,Urban Madrid,Total Birth Order,120551.26,0.12167639,0.03792112,1,1,352,101 to 500,TRUE
1981,Total,Urban Madrid,Total Birth Order,141672.2,0.13674664,0.06658541,1,1,202,101 to 500,TRUE
1981,Total,Urban Madrid,Total Birth Order,162793.15,-0.28493576,0.94424681,0,NA,74,21 to 100,FALSE
1981,Total,Urban Madrid,Total Birth Order,183914.1,-0.5196092,0.97411088,0,NA,30,21 to 100,FALSE
1981,Total,Urban Madrid,Total Birth Order,205035.05,-0.72725615,0.95431007,0,NA,14,1 to 20,FALSE
1981,Total,Urban Madrid,Total Birth Order,226155.99,-0.6909686,0.90313388000000006,0,NA,8,1 to 20,FALSE
1981,Total,Urban Madrid,Total Birth Order,247276.94,-0.85077819,0.9027291,0,NA,6,1 to 20,FALSE
1991,Total,Urban Madrid,Total Birth Order,14946.51779,0.059184591,0.198018601,0,NA,NA,101 to 500,FALSE
1991,Total,Urban Madrid,Total Birth Order,36067.4655,-0.099200126,0.925184274,0,NA,NA,>500,FALSE
1991,Total,Urban Madrid,Total Birth Order,57188.41321,0.070574616,0.047407095,1,1,NA,>500,TRUE
1991,Total,Urban Madrid,Total Birth Order,78309.36091,0.125075286,0.007110526,1,1,NA,>500,TRUE
1991,Total,Urban Madrid,Total Birth Order,99430.30862,-0.113710932,0.941871623,0,NA,NA,101 to 500,FALSE
1991,Total,Urban Madrid,Total Birth Order,120551.2563,0.005794975,0.387245133,0,NA,NA,101 to 500,FALSE
