year,zona91,variable,order,value,CCAA,PROVINCIA,macro.reg,regions
1981,101,tfr,Total birth order,1.555023658,País Vasco,1,North-East,Basque Country
1981,102,tfr,Total birth order,1.84255415,País Vasco,1,North-East,Basque Country
1981,201,tfr,Total birth order,2.038535819,Castilla - La Mancha,2,Center,Castile La Mancha
1981,202,tfr,Total birth order,2.191831116,Castilla - La Mancha,2,Center,Castile La Mancha
1981,203,tfr,Total birth order,2.289048467,Castilla - La Mancha,2,Center,Castile La Mancha
1981,204,tfr,Total birth order,2.249759313,Castilla - La Mancha,2,Center,Castile La Mancha
1981,205,tfr,Total birth order,1.886585696,Castilla - La Mancha,2,Center,Castile La Mancha
1981,206,tfr,Total birth order,2.167068366,Castilla - La Mancha,2,Center,Castile La Mancha
1981,207,tfr,Total birth order,2.302937115,Castilla - La Mancha,2,Center,Castile La Mancha
1981,301,tfr,Total birth order,1.807497845,Comunitat Valenciana,3,North-East,Valencian Community
1981,302,tfr,Total birth order,2.271653629,Comunitat Valenciana,3,North-East,Valencian Community
1981,303,tfr,Total birth order,2.24771927,Comunitat Valenciana,3,North-East,Valencian Community
1981,304,tfr,Total birth order,3.028793463,Comunitat Valenciana,3,North-East,Valencian Community
1981,305,tfr,Total birth order,1.872997571,Comunitat Valenciana,3,North-East,Valencian Community
1981,306,tfr,Total birth order,2.197810494,Comunitat Valenciana,3,North-East,Valencian Community
1981,307,tfr,Total birth order,2.093179601,Comunitat Valenciana,3,North-East,Valencian Community
1981,308,tfr,Total birth order,2.025547785,Comunitat Valenciana,3,North-East,Valencian Community
1981,309,tfr,Total birth order,1.904914224,Comunitat Valenciana,3,North-East,Valencian Community
1981,310,tfr,Total birth order,2.301009824,Comunitat Valenciana,3,North-East,Valencian Community
1981,311,tfr,Total birth order,1.738157843,Comunitat Valenciana,3,North-East,Valencian Community
1981,312,tfr,Total birth order,1.725621656,Comunitat Valenciana,3,North-East,Valencian Community
1981,313,tfr,Total birth order,1.993079383,Comunitat Valenciana,3,North-East,Valencian Community
1981,314,tfr,Total birth order,1.917623899,Comunitat Valenciana,3,North-East,Valencian Community
1981,315,tfr,Total birth order,1.754089367,Comunitat Valenciana,3,North-East,Valencian Community
1981,316,tfr,Total birth order,2.49636719,Comunitat Valenciana,3,North-East,Valencian Community
1981,317,tfr,Total birth order,2.39064563,Comunitat Valenciana,3,North-East,Valencian Community
1981,318,tfr,Total birth order,2.726047429,Comunitat Valenciana,3,North-East,Valencian Community
1981,401,tfr,Total birth order,2.521491274,Andalucía,4,South,Andalucía
1981,402,tfr,Total birth order,2.130310568,Andalucía,4,South,Andalucía
1981,403,tfr,Total birth order,2.379313082,Andalucía,4,South,Andalucía
1981,404,tfr,Total birth order,2.505009173,Andalucía,4,South,Andalucía
1981,405,tfr,Total birth order,2.518672654,Andalucía,4,South,Andalucía
1981,406,tfr,Total birth order,1.956680651,Andalucía,4,South,Andalucía
1981,407,tfr,Total birth order,2.71071294,Andalucía,4,South,Andalucía
1981,408,tfr,Total birth order,2.141834324,Andalucía,4,South,Andalucía
1981,409,tfr,Total birth order,2.442740203,Andalucía,4,South,Andalucía
1981,410,tfr,Total birth order,2.957297261,Andalucía,4,South,Andalucía
1981,501,tfr,Total birth order,1.721203404,Castilla y León,5,Center,Castile and Leon
1981,502,tfr,Total birth order,1.932842705,Castilla y León,5,Center,Castile and Leon
1981,503,tfr,Total birth order,2.067886912,Castilla y León,5,Center,Castile and Leon
1981,504,tfr,Total birth order,1.870451144,Castilla y León,5,Center,Castile and Leon
1981,505,tfr,Total birth order,1.422890331,Castilla y León,5,Center,Castile and Leon
1981,506,tfr,Total birth order,1.746312213,Castilla y León,5,Center,Castile and Leon
1981,601,tfr,Total birth order,2.123024799,Extremadura,6,Center,Extremadura
1981,602,tfr,Total birth order,2.445597401,Extremadura,6,Center,Extremadura
1981,603,tfr,Total birth order,2.090163392,Extremadura,6,Center,Extremadura
1981,604,tfr,Total birth order,2.632862657,Extremadura,6,Center,Extremadura
1981,605,tfr,Total birth order,2.463955154,Extremadura,6,Center,Extremadura
1981,606,tfr,Total birth order,2.460717798,Extremadura,6,Center,Extremadura
1981,607,tfr,Total birth order,2.931710657,Extremadura,6,Center,Extremadura
1981,608,tfr,Total birth order,2.809850821,Extremadura,6,Center,Extremadura
1981,609,tfr,Total birth order,2.563657894,Extremadura,6,Center,Extremadura
1981,610,tfr,Total birth order,2.727394984,Extremadura,6,Center,Extremadura
1981,611,tfr,Total birth order,2.83294697,Extremadura,6,Center,Extremadura
1981,612,tfr,Total birth order,2.354152842,Extremadura,6,Center,Extremadura
1981,613,tfr,Total birth order,2.061536122,Extremadura,6,Center,Extremadura
1981,614,tfr,Total birth order,1.993473513,Extremadura,6,Center,Extremadura
1981,615,tfr,Total birth order,2.083540701,Extremadura,6,Center,Extremadura
1981,616,tfr,Total birth order,2.301197794,Extremadura,6,Center,Extremadura
1981,617,tfr,Total birth order,2.305678792,Extremadura,6,Center,Extremadura
1981,618,tfr,Total birth order,1.948145656,Extremadura,6,Center,Extremadura
1981,619,tfr,Total birth order,1.9976305,Extremadura,6,Center,Extremadura
1981,701,tfr,Total birth order,1.659212676,Balears (Illes),7,North-East,Balearic Islands
1981,702,tfr,Total birth order,2.016306533,Balears (Illes),7,North-East,Balearic Islands
1981,703,tfr,Total birth order,1.982827546,Balears (Illes),7,North-East,Balearic Islands
1981,704,tfr,Total birth order,1.590885531,Balears (Illes),7,North-East,Balearic Islands
1981,705,tfr,Total birth order,0.751096099,Balears (Illes),7,North-East,Balearic Islands
1981,706,tfr,Total birth order,1.940241002,Balears (Illes),7,North-East,Balearic Islands
1981,707,tfr,Total birth order,1.7605638,Balears (Illes),7,North-East,Balearic Islands
1981,708,tfr,Total birth order,2.054527199,Balears (Illes),7,North-East,Balearic Islands
1981,709,tfr,Total birth order,1.472039479,Balears (Illes),7,North-East,Balearic Islands
1981,710,tfr,Total birth order,1.534077198,Balears (Illes),7,North-East,Balearic Islands
1981,711,tfr,Total birth order,1.431217563,Balears (Illes),7,North-East,Balearic Islands
1981,712,tfr,Total birth order,1.983698339,Balears (Illes),7,North-East,Balearic Islands
1981,801,tfr,Total birth order,0.143403704,Cataluña,8,North-East,Catalonia
1981,802,tfr,Total birth order,0.966382644,Cataluña,8,North-East,Catalonia
1981,803,tfr,Total birth order,0.892963914,Cataluña,8,North-East,Catalonia
1981,804,tfr,Total birth order,1.743809462,Cataluña,8,North-East,Catalonia
1981,805,tfr,Total birth order,1.856840224,Cataluña,8,North-East,Catalonia
1981,806,tfr,Total birth order,1.660888086,Cataluña,8,North-East,Catalonia
1981,807,tfr,Total birth order,0.876025213,Cataluña,8,North-East,Catalonia
1981,808,tfr,Total birth order,0.806996564,Cataluña,8,North-East,Catalonia
1981,809,tfr,Total birth order,0.550578808,Cataluña,8,North-East,Catalonia
1981,810,tfr,Total birth order,0.400516226,Cataluña,8,North-East,Catalonia
1981,811,tfr,Total birth order,0.546978434,Cataluña,8,North-East,Catalonia
1981,812,tfr,Total birth order,1.198754408,Cataluña,8,North-East,Catalonia
1981,813,tfr,Total birth order,0.251981711,Cataluña,8,North-East,Catalonia
1981,814,tfr,Total birth order,0.696961016,Cataluña,8,North-East,Catalonia
1981,815,tfr,Total birth order,1.047915066,Cataluña,8,North-East,Catalonia
1981,816,tfr,Total birth order,0.699167743,Cataluña,8,North-East,Catalonia
1981,817,tfr,Total birth order,1.609312642,Cataluña,8,North-East,Catalonia
1981,818,tfr,Total birth order,1.883455664,Cataluña,8,North-East,Catalonia
1981,819,tfr,Total birth order,0.938759562,Cataluña,8,North-East,Catalonia
1981,820,tfr,Total birth order,1.991415831,Cataluña,8,North-East,Catalonia
1981,821,tfr,Total birth order,1.59549902,Cataluña,8,North-East,Catalonia
1981,822,tfr,Total birth order,1.328560373,Cataluña,8,North-East,Catalonia
1981,823,tfr,Total birth order,1.384112673,Cataluña,8,North-East,Catalonia
1981,824,tfr,Total birth order,1.477535392,Cataluña,8,North-East,Catalonia
1981,825,tfr,Total birth order,0.934743103,Cataluña,8,North-East,Catalonia
1981,826,tfr,Total birth order,1.30924276,Cataluña,8,North-East,Catalonia
1981,827,tfr,Total birth order,1.231447366,Cataluña,8,North-East,Catalonia
1981,828,tfr,Total birth order,1.326293662,Cataluña,8,North-East,Catalonia
1981,829,tfr,Total birth order,0.771186754,Cataluña,8,North-East,Catalonia
1981,830,tfr,Total birth order,1.07697285,Cataluña,8,North-East,Catalonia
1981,831,tfr,Total birth order,1.8259168,Cataluña,8,North-East,Catalonia
1981,832,tfr,Total birth order,1.873750326,Cataluña,8,North-East,Catalonia
1981,833,tfr,Total birth order,1.740970745,Cataluña,8,North-East,Catalonia
1981,834,tfr,Total birth order,2.031246826,Cataluña,8,North-East,Catalonia
1981,835,tfr,Total birth order,1.941372335,Cataluña,8,North-East,Catalonia
1981,836,tfr,Total birth order,1.76660993,Cataluña,8,North-East,Catalonia
1981,837,tfr,Total birth order,1.678982195,Cataluña,8,North-East,Catalonia
1981,838,tfr,Total birth order,2.034178365,Cataluña,8,North-East,Catalonia
1981,839,tfr,Total birth order,1.388366625,Cataluña,8,North-East,Catalonia
1981,840,tfr,Total birth order,1.966903421,Cataluña,8,North-East,Catalonia
1981,901,tfr,Total birth order,1.124105632,Castilla y León,9,Center,Castile and Leon
1981,902,tfr,Total birth order,0.982282929,Castilla y León,9,Center,Castile and Leon
1981,903,tfr,Total birth order,1.060507036,Castilla y León,9,Center,Castile and Leon
1981,904,tfr,Total birth order,0.700180546,Castilla y León,9,Center,Castile and Leon
1981,905,tfr,Total birth order,1.326648237,Castilla y León,9,Center,Castile and Leon
1981,906,tfr,Total birth order,1.41848143,Castilla y León,9,Center,Castile and Leon
1981,1001,tfr,Total birth order,2.191181437,Extremadura,10,Center,Extremadura
1981,1002,tfr,Total birth order,2.306288068,Extremadura,10,Center,Extremadura
1981,1003,tfr,Total birth order,2.311964835,Extremadura,10,Center,Extremadura
1981,1004,tfr,Total birth order,1.898192874,Extremadura,10,Center,Extremadura
1981,1005,tfr,Total birth order,2.226712246,Extremadura,10,Center,Extremadura
1981,1006,tfr,Total birth order,2.202521966,Extremadura,10,Center,Extremadura
1981,1007,tfr,Total birth order,2.187032451,Extremadura,10,Center,Extremadura
1981,1008,tfr,Total birth order,2.261042027,Extremadura,10,Center,Extremadura
1981,1009,tfr,Total birth order,1.887275406,Extremadura,10,Center,Extremadura
1981,1010,tfr,Total birth order,2.048523801,Extremadura,10,Center,Extremadura
1981,1011,tfr,Total birth order,2.171813156,Extremadura,10,Center,Extremadura
1981,1012,tfr,Total birth order,2.146690491,Extremadura,10,Center,Extremadura
1981,1013,tfr,Total birth order,2.361791231,Extremadura,10,Center,Extremadura
1981,1014,tfr,Total birth order,2.768393131,Extremadura,10,Center,Extremadura
1981,1036,tfr,Total birth order,1.686549236,País Vasco,1,North-East,Basque Country
1981,1059,tfr,Total birth order,1.965384585,País Vasco,1,North-East,Basque Country
1981,1101,tfr,Total birth order,3.335826943,Andalucía,11,South,Andalucía
1981,1102,tfr,Total birth order,2.934500923,Andalucía,11,South,Andalucía
1981,1103,tfr,Total birth order,3.167976819,Andalucía,11,South,Andalucía
1981,1104,tfr,Total birth order,2.634836708,Andalucía,11,South,Andalucía
1981,1105,tfr,Total birth order,2.800972673,Andalucía,11,South,Andalucía
1981,1106,tfr,Total birth order,2.675901448,Andalucía,11,South,Andalucía
1981,1107,tfr,Total birth order,3.406289708,Andalucía,11,South,Andalucía
1981,1108,tfr,Total birth order,3.181065053,Andalucía,11,South,Andalucía
1981,1201,tfr,Total birth order,2.398964979,Comunitat Valenciana,12,North-East,Valencian Community
1981,1202,tfr,Total birth order,1.854343581,Comunitat Valenciana,12,North-East,Valencian Community
1981,1202,tfr,Total birth order,1.854343581,Comunitat Valenciana,46,North-East,Valencian Community
1981,1203,tfr,Total birth order,1.945626428,Comunitat Valenciana,12,North-East,Valencian Community
1981,1204,tfr,Total birth order,2.034631804,Comunitat Valenciana,12,North-East,Valencian Community
1981,1205,tfr,Total birth order,1.941662648,Comunitat Valenciana,12,North-East,Valencian Community
1981,1206,tfr,Total birth order,1.983746494,Comunitat Valenciana,12,North-East,Valencian Community
1981,1207,tfr,Total birth order,2.117728269,Comunitat Valenciana,12,North-East,Valencian Community
1981,1208,tfr,Total birth order,2.123694402,Comunitat Valenciana,12,North-East,Valencian Community
1981,1209,tfr,Total birth order,1.936505199,Comunitat Valenciana,12,North-East,Valencian Community
1981,1301,tfr,Total birth order,2.04246617,Castilla - La Mancha,13,Center,Castile La Mancha
1981,1302,tfr,Total birth order,2.391951248,Castilla - La Mancha,13,Center,Castile La Mancha
1981,1303,tfr,Total birth order,2.708207845,Castilla - La Mancha,13,Center,Castile La Mancha
1981,1304,tfr,Total birth order,2.642880542,Castilla - La Mancha,13,Center,Castile La Mancha
1981,1305,tfr,Total birth order,2.401258719,Castilla - La Mancha,13,Center,Castile La Mancha
1981,1306,tfr,Total birth order,2.332148951,Castilla - La Mancha,13,Center,Castile La Mancha
1981,1307,tfr,Total birth order,2.185377428,Castilla - La Mancha,13,Center,Castile La Mancha
1981,1308,tfr,Total birth order,2.328860738,Castilla - La Mancha,13,Center,Castile La Mancha
1981,1309,tfr,Total birth order,2.553656402,Castilla - La Mancha,13,Center,Castile La Mancha
1981,1310,tfr,Total birth order,2.028058898,Castilla - La Mancha,13,Center,Castile La Mancha
1981,1311,tfr,Total birth order,1.999516546,Castilla - La Mancha,13,Center,Castile La Mancha
1981,1312,tfr,Total birth order,2.056159655,Castilla - La Mancha,13,Center,Castile La Mancha
1981,1313,tfr,Total birth order,2.003139747,Castilla - La Mancha,13,Center,Castile La Mancha
1981,1401,tfr,Total birth order,1.928425037,Andalucía,14,South,Andalucía
1981,1402,tfr,Total birth order,2.742908105,Andalucía,14,South,Andalucía
1981,1403,tfr,Total birth order,2.359474053,Andalucía,14,South,Andalucía
1981,1404,tfr,Total birth order,2.093022478,Andalucía,14,South,Andalucía
1981,1405,tfr,Total birth order,2.19068369,Andalucía,14,South,Andalucía
1981,1406,tfr,Total birth order,2.044127196,Andalucía,14,South,Andalucía
1981,1407,tfr,Total birth order,2.041645983,Andalucía,14,South,Andalucía
1981,1408,tfr,Total birth order,2.44888428,Andalucía,14,South,Andalucía
1981,1409,tfr,Total birth order,1.663484006,Andalucía,14,South,Andalucía
1981,1410,tfr,Total birth order,1.708788999,Andalucía,14,South,Andalucía
1981,1411,tfr,Total birth order,2.246782245,Andalucía,14,South,Andalucía
1981,1412,tfr,Total birth order,2.585437812,Andalucía,14,South,Andalucía
1981,1413,tfr,Total birth order,3.11187055,Andalucía,14,South,Andalucía
1981,1414,tfr,Total birth order,3.116813203,Andalucía,14,South,Andalucía
1981,1501,tfr,Total birth order,2.050851333,Galicia,15,North-East,Galicia
1981,1502,tfr,Total birth order,2.125056642,Galicia,15,North-East,Galicia
1981,1503,tfr,Total birth order,2.027666112,Galicia,15,North-East,Galicia
1981,1504,tfr,Total birth order,1.49178055,Galicia,15,North-East,Galicia
1981,1505,tfr,Total birth order,1.772598691,Galicia,15,North-East,Galicia
1981,1506,tfr,Total birth order,1.880681549,Galicia,15,North-East,Galicia
1981,1507,tfr,Total birth order,2.212835209,Galicia,15,North-East,Galicia
1981,1508,tfr,Total birth order,1.584979747,Galicia,15,North-East,Galicia
1981,1509,tfr,Total birth order,1.862010711,Galicia,15,North-East,Galicia
1981,1510,tfr,Total birth order,1.800289986,Galicia,15,North-East,Galicia
1981,1511,tfr,Total birth order,2.02045173,Galicia,15,North-East,Galicia
1981,1512,tfr,Total birth order,1.852741622,Galicia,15,North-East,Galicia
1981,1513,tfr,Total birth order,1.985215174,Galicia,15,North-East,Galicia
1981,1514,tfr,Total birth order,2.13783726,Galicia,15,North-East,Galicia
1981,1515,tfr,Total birth order,1.691635775,Galicia,15,North-East,Galicia
1981,1516,tfr,Total birth order,1.326507692,Galicia,15,North-East,Galicia
1981,1517,tfr,Total birth order,2.250044486,Galicia,15,North-East,Galicia
1981,1518,tfr,Total birth order,1.881829052,Galicia,15,North-East,Galicia
1981,1519,tfr,Total birth order,2.004044487,Galicia,15,North-East,Galicia
1981,1520,tfr,Total birth order,1.865129848,Galicia,15,North-East,Galicia
1981,1521,tfr,Total birth order,1.973875182,Galicia,15,North-East,Galicia
1981,1522,tfr,Total birth order,2.298381055,Galicia,15,North-East,Galicia
1981,1523,tfr,Total birth order,2.22501832,Galicia,15,North-East,Galicia
1981,1524,tfr,Total birth order,2.207360644,Galicia,15,North-East,Galicia
1981,1525,tfr,Total birth order,2.58031303,Galicia,15,North-East,Galicia
1981,1601,tfr,Total birth order,1.668711081,Castilla - La Mancha,16,Center,Castile La Mancha
1981,1602,tfr,Total birth order,2.312282739,Castilla - La Mancha,16,Center,Castile La Mancha
1981,1603,tfr,Total birth order,2.139528004,Castilla - La Mancha,16,Center,Castile La Mancha
1981,1604,tfr,Total birth order,2.111356734,Castilla - La Mancha,16,Center,Castile La Mancha
1981,1605,tfr,Total birth order,2.583564139,Castilla - La Mancha,16,Center,Castile La Mancha
1981,1606,tfr,Total birth order,2.250302733,Castilla - La Mancha,16,Center,Castile La Mancha
1981,1607,tfr,Total birth order,2.09374883,Castilla - La Mancha,16,Center,Castile La Mancha
1981,1608,tfr,Total birth order,2.201031236,Castilla - La Mancha,16,Center,Castile La Mancha
1981,1701,tfr,Total birth order,1.548773234,Cataluña,17,North-East,Catalonia
1981,1702,tfr,Total birth order,1.519851148,Cataluña,17,North-East,Catalonia
1981,1703,tfr,Total birth order,1.84517217,Cataluña,17,North-East,Catalonia
1981,1704,tfr,Total birth order,1.761435539,Cataluña,17,North-East,Catalonia
1981,1705,tfr,Total birth order,1.534766842,Cataluña,17,North-East,Catalonia
1981,1706,tfr,Total birth order,1.638969319,Cataluña,17,North-East,Catalonia
1981,1707,tfr,Total birth order,1.319179065,Cataluña,17,North-East,Catalonia
1981,1708,tfr,Total birth order,1.762735701,Cataluña,17,North-East,Catalonia
1981,1709,tfr,Total birth order,2.167001552,Cataluña,17,North-East,Catalonia
1981,1710,tfr,Total birth order,1.977250955,Cataluña,17,North-East,Catalonia
1981,1711,tfr,Total birth order,1.708959082,Cataluña,17,North-East,Catalonia
1981,1712,tfr,Total birth order,2.070227363,Cataluña,17,North-East,Catalonia
1981,1713,tfr,Total birth order,1.921139213,Cataluña,17,North-East,Catalonia
1981,1714,tfr,Total birth order,1.779340599,Cataluña,17,North-East,Catalonia
1981,1715,tfr,Total birth order,1.563378732,Cataluña,17,North-East,Catalonia
1981,1801,tfr,Total birth order,2.359402834,Andalucía,18,South,Andalucía
1981,1802,tfr,Total birth order,2.221503221,Andalucía,18,South,Andalucía
1981,1803,tfr,Total birth order,2.766217206,Andalucía,18,South,Andalucía
1981,1804,tfr,Total birth order,2.490336436,Andalucía,18,South,Andalucía
1981,1805,tfr,Total birth order,1.826346465,Andalucía,18,South,Andalucía
1981,1806,tfr,Total birth order,2.580033029,Andalucía,18,South,Andalucía
1981,1807,tfr,Total birth order,2.255939896,Andalucía,18,South,Andalucía
1981,1808,tfr,Total birth order,2.310310615,Andalucía,18,South,Andalucía
1981,1809,tfr,Total birth order,2.840658717,Andalucía,18,South,Andalucía
1981,1810,tfr,Total birth order,2.3128082,Andalucía,18,South,Andalucía
1981,1811,tfr,Total birth order,2.64318311,Andalucía,18,South,Andalucía
1981,1812,tfr,Total birth order,1.974951573,Andalucía,18,South,Andalucía
1981,1813,tfr,Total birth order,2.19454459,Andalucía,18,South,Andalucía
1981,1814,tfr,Total birth order,2.607186856,Andalucía,18,South,Andalucía
1981,1815,tfr,Total birth order,2.157271438,Andalucía,18,South,Andalucía
1981,1816,tfr,Total birth order,2.125635968,Andalucía,18,South,Andalucía
1981,1817,tfr,Total birth order,1.965438856,Andalucía,18,South,Andalucía
1981,1818,tfr,Total birth order,2.087548024,Andalucía,18,South,Andalucía
1981,1819,tfr,Total birth order,2.270332647,Andalucía,18,South,Andalucía
1981,1901,tfr,Total birth order,1.740746789,Castilla - La Mancha,19,Center,Castile La Mancha
1981,1902,tfr,Total birth order,1.808402305,Castilla - La Mancha,19,Center,Castile La Mancha
1981,1903,tfr,Total birth order,1.595660085,Castilla - La Mancha,19,Center,Castile La Mancha
1981,1904,tfr,Total birth order,1.47186976,Castilla - La Mancha,19,Center,Castile La Mancha
1981,2003,tfr,Total birth order,2.601903235,Castilla - La Mancha,2,Center,Castile La Mancha
1981,2009,tfr,Total birth order,2.222432583,Castilla - La Mancha,2,Center,Castile La Mancha
1981,2037,tfr,Total birth order,2.763635343,Castilla - La Mancha,2,Center,Castile La Mancha
1981,2081,tfr,Total birth order,2.756503267,Castilla - La Mancha,2,Center,Castile La Mancha
1981,2101,tfr,Total birth order,1.911269116,Andalucía,21,South,Andalucía
1981,2102,tfr,Total birth order,2.726153941,Andalucía,21,South,Andalucía
1981,2103,tfr,Total birth order,2.274080539,Andalucía,21,South,Andalucía
1981,2104,tfr,Total birth order,2.41072907,Andalucía,21,South,Andalucía
1981,2105,tfr,Total birth order,2.432421697,Andalucía,21,South,Andalucía
1981,2106,tfr,Total birth order,2.482925095,Andalucía,21,South,Andalucía
1981,2107,tfr,Total birth order,2.306646537,Andalucía,21,South,Andalucía
1981,2108,tfr,Total birth order,2.632794443,Andalucía,21,South,Andalucía
1981,2109,tfr,Total birth order,2.648293669,Andalucía,21,South,Andalucía
1981,2110,tfr,Total birth order,2.334988133,Andalucía,21,South,Andalucía
1981,2111,tfr,Total birth order,2.658892072,Andalucía,21,South,Andalucía
1981,2112,tfr,Total birth order,2.561961286,Andalucía,21,South,Andalucía
1981,2113,tfr,Total birth order,2.683413843,Andalucía,21,South,Andalucía
1981,2201,tfr,Total birth order,1.624298781,Aragón,22,North-West,North-West
1981,2202,tfr,Total birth order,2.122978452,Aragón,22,North-West,North-West
1981,2203,tfr,Total birth order,1.607820937,Aragón,22,North-West,North-West
1981,2204,tfr,Total birth order,1.738224251,Aragón,22,North-West,North-West
1981,2205,tfr,Total birth order,1.275812709,Aragón,22,North-West,North-West
1981,2206,tfr,Total birth order,1.860293323,Aragón,22,North-West,North-West
1981,2207,tfr,Total birth order,1.798190652,Aragón,22,North-West,North-West
1981,2208,tfr,Total birth order,1.572626005,Aragón,22,North-West,North-West
1981,2301,tfr,Total birth order,2.048917676,Andalucía,23,South,Andalucía
1981,2302,tfr,Total birth order,2.331260404,Andalucía,23,South,Andalucía
1981,2303,tfr,Total birth order,2.625600783,Andalucía,23,South,Andalucía
1981,2304,tfr,Total birth order,2.403136404,Andalucía,23,South,Andalucía
1981,2305,tfr,Total birth order,2.048329066,Andalucía,23,South,Andalucía
1981,2306,tfr,Total birth order,1.880469225,Andalucía,23,South,Andalucía
1981,2307,tfr,Total birth order,2.550464542,Andalucía,23,South,Andalucía
1981,2308,tfr,Total birth order,2.219318755,Andalucía,23,South,Andalucía
1981,2309,tfr,Total birth order,2.369566189,Andalucía,23,South,Andalucía
1981,2310,tfr,Total birth order,2.020179684,Andalucía,23,South,Andalucía
1981,2311,tfr,Total birth order,1.796972049,Andalucía,23,South,Andalucía
1981,2312,tfr,Total birth order,2.421557729,Andalucía,23,South,Andalucía
1981,2313,tfr,Total birth order,1.568219583,Andalucía,23,South,Andalucía
1981,2314,tfr,Total birth order,2.0674016650000002,Andalucía,23,South,Andalucía
1981,2315,tfr,Total birth order,2.102145135,Andalucía,23,South,Andalucía
1981,2316,tfr,Total birth order,2.060661943,Andalucía,23,South,Andalucía
1981,2317,tfr,Total birth order,2.286457224,Andalucía,23,South,Andalucía
1981,2401,tfr,Total birth order,1.729195678,Castilla y León,24,Center,Castile and Leon
1981,2402,tfr,Total birth order,2.004614264,Castilla y León,24,Center,Castile and Leon
1981,2403,tfr,Total birth order,1.986322983,Castilla y León,24,Center,Castile and Leon
1981,2404,tfr,Total birth order,1.926327844,Castilla y León,24,Center,Castile and Leon
1981,2405,tfr,Total birth order,1.542386516,Castilla y León,24,Center,Castile and Leon
1981,2406,tfr,Total birth order,2.496342621,Castilla y León,24,Center,Castile and Leon
1981,2407,tfr,Total birth order,1.680138535,Castilla y León,24,Center,Castile and Leon
1981,2408,tfr,Total birth order,1.399825292,Castilla y León,24,Center,Castile and Leon
1981,2409,tfr,Total birth order,1.488814289,Castilla y León,24,Center,Castile and Leon
1981,2410,tfr,Total birth order,1.387877924,Castilla y León,24,Center,Castile and Leon
1981,2411,tfr,Total birth order,2.08324966,Castilla y León,24,Center,Castile and Leon
1981,2412,tfr,Total birth order,2.440101241,Castilla y León,24,Center,Castile and Leon
1981,2413,tfr,Total birth order,2.266169943,Castilla y León,24,Center,Castile and Leon
1981,2414,tfr,Total birth order,1.675673694,Castilla y León,24,Center,Castile and Leon
1981,2415,tfr,Total birth order,1.753204611,Castilla y León,24,Center,Castile and Leon
1981,2501,tfr,Total birth order,1.684156405,Cataluña,25,North-East,Catalonia
1981,2502,tfr,Total birth order,1.655396482,Cataluña,25,North-East,Catalonia
1981,2503,tfr,Total birth order,1.793801216,Cataluña,25,North-East,Catalonia
1981,2504,tfr,Total birth order,1.352912254,Cataluña,25,North-East,Catalonia
1981,2505,tfr,Total birth order,1.519325782,Cataluña,25,North-East,Catalonia
1981,2506,tfr,Total birth order,1.358864124,Cataluña,25,North-East,Catalonia
1981,2507,tfr,Total birth order,1.801843867,Cataluña,25,North-East,Catalonia
1981,2508,tfr,Total birth order,1.761333647,Cataluña,25,North-East,Catalonia
1981,2509,tfr,Total birth order,1.710461349,Cataluña,25,North-East,Catalonia
1981,2510,tfr,Total birth order,1.50358864,Cataluña,25,North-East,Catalonia
1981,2511,tfr,Total birth order,1.458949352,Cataluña,25,North-East,Catalonia
1981,2601,tfr,Total birth order,1.608686014,Rioja (La),26,North-East,North-East
1981,2602,tfr,Total birth order,1.489680567,Rioja (La),26,North-East,North-East
1981,2603,tfr,Total birth order,1.558989587,Rioja (La),26,North-East,North-East
1981,2604,tfr,Total birth order,1.983446354,Rioja (La),26,North-East,North-East
1981,2605,tfr,Total birth order,1.957477757,Rioja (La),26,North-East,North-East
1981,2606,tfr,Total birth order,1.743190786,Rioja (La),26,North-East,North-East
1981,2701,tfr,Total birth order,1.605024298,Galicia,27,North-East,Galicia
1981,2702,tfr,Total birth order,1.6003177179999999,Galicia,27,North-East,Galicia
1981,2703,tfr,Total birth order,2.378965454,Galicia,27,North-East,Galicia
1981,2704,tfr,Total birth order,1.622501825,Galicia,27,North-East,Galicia
1981,2705,tfr,Total birth order,1.940173086,Galicia,27,North-East,Galicia
1981,2706,tfr,Total birth order,2.03086641,Galicia,27,North-East,Galicia
1981,2707,tfr,Total birth order,1.990710473,Galicia,27,North-East,Galicia
1981,2708,tfr,Total birth order,2.147153362,Galicia,27,North-East,Galicia
1981,2709,tfr,Total birth order,1.59521986,Galicia,27,North-East,Galicia
1981,2710,tfr,Total birth order,1.759040254,Galicia,27,North-East,Galicia
1981,2711,tfr,Total birth order,1.888013567,Galicia,27,North-East,Galicia
1981,2712,tfr,Total birth order,1.461566054,Galicia,27,North-East,Galicia
1981,2713,tfr,Total birth order,1.601152337,Galicia,27,North-East,Galicia
1981,2801,tfr,Total birth order,1.883156162,Madrid (Comunidad de),28,Center,Urban Madrid
1981,2802,tfr,Total birth order,1.814963401,Madrid (Comunidad de),28,Center,Urban Madrid
1981,2803,tfr,Total birth order,1.940205881,Madrid (Comunidad de),28,Center,Urban Madrid
1981,2804,tfr,Total birth order,2.459237406,Madrid (Comunidad de),28,Center,Urban Madrid
1981,2805,tfr,Total birth order,2.920225571,Madrid (Comunidad de),28,Center,Urban Madrid
1981,2806,tfr,Total birth order,2.631749063,Madrid (Comunidad de),28,Center,Urban Madrid
